"Sex","Pclass","Survived","PassengerId","Name","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked"
"male","3","0","305","Williams, Mr. Howard Hugh ""Harry""","","0","0","A/5 2466","8.05","","S"
"male","1","1","306","Allison, Master. Hudson Trevor","0.92","1","2","113781","151.55","C22 C26","S"
"female","1","1","307","Fleming, Miss. Margaret","","0","0","17421","110.8833","","C"
"female","1","1","308","Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)","17","1","0","PC 17758","108.9","C65","C"
"male","2","0","309","Abelson, Mr. Samuel","30","1","0","P/PP 3381","24","","C"
"female","1","1","310","Francatelli, Miss. Laura Mabel","30","0","0","PC 17485","56.9292","E36","C"
"female","1","1","311","Hays, Miss. Margaret Bechstein","24","0","0","11767","83.1583","C54","C"
"female","1","1","312","Ryerson, Miss. Emily Borie","18","2","2","PC 17608","262.375","B57 B59 B63 B66","C"
"female","2","0","313","Lahtinen, Mrs. William (Anna Sylfven)","26","1","1","250651","26","","S"
"male","3","0","314","Hendekovic, Mr. Ignjac","28","0","0","349243","7.8958","","S"
"male","2","0","315","Hart, Mr. Benjamin","43","1","1","F.C.C. 13529","26.25","","S"
"female","3","1","316","Nilsson, Miss. Helmina Josefina","26","0","0","347470","7.8542","","S"
"female","2","1","317","Kantor, Mrs. Sinai (Miriam Sternin)","24","1","0","244367","26","","S"
"male","2","0","318","Moraweck, Dr. Ernest","54","0","0","29011","14","","S"
"female","1","1","319","Wick, Miss. Mary Natalie","31","0","2","36928","164.8667","C7","S"
"female","1","1","320","Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)","40","1","1","16966","134.5","E34","C"
"male","3","0","321","Dennis, Mr. Samuel","22","0","0","A/5 21172","7.25","","S"
"male","3","0","322","Danoff, Mr. Yoto","27","0","0","349219","7.8958","","S"
"female","2","1","323","Slayter, Miss. Hilda Mary","30","0","0","234818","12.35","","Q"
"female","2","1","324","Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)","22","1","1","248738","29","","S"
"male","3","0","325","Sage, Mr. George John Jr","","8","2","CA. 2343","69.55","","S"
"female","1","1","326","Young, Miss. Marie Grice","36","0","0","PC 17760","135.6333","C32","C"
"male","3","0","327","Nysveen, Mr. Johan Hansen","61","0","0","345364","6.2375","","S"
"female","2","1","328","Ball, Mrs. (Ada E Hall)","36","0","0","28551","13","D","S"
"female","3","1","329","Goldsmith, Mrs. Frank John (Emily Alice Brown)","31","1","1","363291","20.525","","S"
"female","1","1","330","Hippach, Miss. Jean Gertrude","16","0","1","111361","57.9792","B18","C"
"female","3","1","331","McCoy, Miss. Agnes","","2","0","367226","23.25","","Q"
"male","1","0","332","Partner, Mr. Austen","45.5","0","0","113043","28.5","C124","S"
"male","1","0","333","Graham, Mr. George Edward","38","0","1","PC 17582","153.4625","C91","S"
"male","3","0","334","Vander Planke, Mr. Leo Edmondus","16","2","0","345764","18","","S"
"female","1","1","335","Frauenthal, Mrs. Henry William (Clara Heinsheimer)","","1","0","PC 17611","133.65","","S"
"male","3","0","336","Denkoff, Mr. Mitto","","0","0","349225","7.8958","","S"
"male","1","0","337","Pears, Mr. Thomas Clinton","29","1","0","113776","66.6","C2","S"
"female","1","1","338","Burns, Miss. Elizabeth Margaret","41","0","0","16966","134.5","E40","C"
"male","3","1","339","Dahl, Mr. Karl Edwart","45","0","0","7598","8.05","","S"
"male","1","0","340","Blackwell, Mr. Stephen Weart","45","0","0","113784","35.5","T","S"
"male","2","1","341","Navratil, Master. Edmond Roger","2","1","1","230080","26","F2","S"
"female","1","1","342","Fortune, Miss. Alice Elizabeth","24","3","2","19950","263","C23 C25 C27","S"
"male","2","0","343","Collander, Mr. Erik Gustaf","28","0","0","248740","13","","S"
"male","2","0","344","Sedgwick, Mr. Charles Frederick Waddington","25","0","0","244361","13","","S"
"male","2","0","345","Fox, Mr. Stanley Hubert","36","0","0","229236","13","","S"
"female","2","1","346","Brown, Miss. Amelia ""Mildred""","24","0","0","248733","13","F33","S"
"female","2","1","347","Smith, Miss. Marion Elsie","40","0","0","31418","13","","S"
"female","3","1","348","Davison, Mrs. Thomas Henry (Mary E Finck)","","1","0","386525","16.1","","S"
"male","3","1","349","Coutts, Master. William Loch ""William""","3","1","1","C.A. 37671","15.9","","S"
"male","3","0","350","Dimic, Mr. Jovan","42","0","0","315088","8.6625","","S"
"male","3","0","351","Odahl, Mr. Nils Martin","23","0","0","7267","9.225","","S"
"male","1","0","352","Williams-Lambert, Mr. Fletcher Fellows","","0","0","113510","35","C128","S"
"male","3","0","353","Elias, Mr. Tannous","15","1","1","2695","7.2292","","C"
"male","3","0","354","Arnold-Franchi, Mr. Josef","25","1","0","349237","17.8","","S"
"male","3","0","355","Yousif, Mr. Wazli","","0","0","2647","7.225","","C"
"male","3","0","356","Vanden Steen, Mr. Leo Peter","28","0","0","345783","9.5","","S"
"female","1","1","357","Bowerman, Miss. Elsie Edith","22","0","1","113505","55","E33","S"
"female","2","0","358","Funk, Miss. Annie Clemmer","38","0","0","237671","13","","S"
"female","3","1","359","McGovern, Miss. Mary","","0","0","330931","7.8792","","Q"
"female","3","1","360","Mockler, Miss. Helen Mary ""Ellie""","","0","0","330980","7.8792","","Q"
"male","3","0","361","Skoog, Mr. Wilhelm","40","1","4","347088","27.9","","S"
"male","2","0","362","del Carlo, Mr. Sebastiano","29","1","0","SC/PARIS 2167","27.7208","","C"
"female","3","0","363","Barbara, Mrs. (Catherine David)","45","0","1","2691","14.4542","","C"
"male","3","0","364","Asim, Mr. Adola","35","0","0","SOTON/O.Q. 3101310","7.05","","S"
"male","3","0","365","O'Brien, Mr. Thomas","","1","0","370365","15.5","","Q"
"male","3","0","366","Adahl, Mr. Mauritz Nils Martin","30","0","0","C 7076","7.25","","S"
"female","1","1","367","Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","60","1","0","110813","75.25","D37","C"
"female","3","1","368","Moussa, Mrs. (Mantoura Boulos)","","0","0","2626","7.2292","","C"
"female","3","1","369","Jermyn, Miss. Annie","","0","0","14313","7.75","","Q"
"female","1","1","370","Aubart, Mme. Leontine Pauline","24","0","0","PC 17477","69.3","B35","C"
"male","1","1","371","Harder, Mr. George Achilles","25","1","0","11765","55.4417","E50","C"
"male","3","0","372","Wiklund, Mr. Jakob Alfred","18","1","0","3101267","6.4958","","S"
"male","3","0","373","Beavan, Mr. William Thomas","19","0","0","323951","8.05","","S"
"male","1","0","374","Ringhini, Mr. Sante","22","0","0","PC 17760","135.6333","","C"
"female","3","0","375","Palsson, Miss. Stina Viola","3","3","1","349909","21.075","","S"
"female","1","1","376","Meyer, Mrs. Edgar Joseph (Leila Saks)","","1","0","PC 17604","82.1708","","C"
"female","3","1","377","Landergren, Miss. Aurora Adelia","22","0","0","C 7077","7.25","","S"
"male","1","0","378","Widener, Mr. Harry Elkins","27","0","2","113503","211.5","C82","C"
"male","3","0","379","Betros, Mr. Tannous","20","0","0","2648","4.0125","","C"
"male","3","0","380","Gustafsson, Mr. Karl Gideon","19","0","0","347069","7.775","","S"
"female","1","1","381","Bidois, Miss. Rosalie","42","0","0","PC 17757","227.525","","C"
"female","3","1","382","Nakid, Miss. Maria (""Mary"")","1","0","2","2653","15.7417","","C"
"male","3","0","383","Tikkanen, Mr. Juho","32","0","0","STON/O 2. 3101293","7.925","","S"
"female","1","1","384","Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","35","1","0","113789","52","","S"
"male","3","0","385","Plotcharsky, Mr. Vasil","","0","0","349227","7.8958","","S"
"male","2","0","386","Davies, Mr. Charles Henry","18","0","0","S.O.C. 14879","73.5","","S"
"male","3","0","387","Goodwin, Master. Sidney Leonard","1","5","2","CA 2144","46.9","","S"
"female","2","1","388","Buss, Miss. Kate","36","0","0","27849","13","","S"
"male","3","0","389","Sadlier, Mr. Matthew","","0","0","367655","7.7292","","Q"
"female","2","1","390","Lehmann, Miss. Bertha","17","0","0","SC 1748","12","","C"
"male","1","1","391","Carter, Mr. William Ernest","36","1","2","113760","120","B96 B98","S"
"male","3","1","392","Jansson, Mr. Carl Olof","21","0","0","350034","7.7958","","S"
"male","3","0","393","Gustafsson, Mr. Johan Birger","28","2","0","3101277","7.925","","S"
"female","1","1","394","Newell, Miss. Marjorie","23","1","0","35273","113.275","D36","C"
"female","3","1","395","Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","24","0","2","PP 9549","16.7","G6","S"
"male","3","0","396","Johansson, Mr. Erik","22","0","0","350052","7.7958","","S"
"female","3","0","397","Olsson, Miss. Elina","31","0","0","350407","7.8542","","S"
"male","2","0","398","McKane, Mr. Peter David","46","0","0","28403","26","","S"
"male","2","0","399","Pain, Dr. Alfred","23","0","0","244278","10.5","","S"
"female","2","1","400","Trout, Mrs. William H (Jessie L)","28","0","0","240929","12.65","","S"
"male","3","1","401","Niskanen, Mr. Juha","39","0","0","STON/O 2. 3101289","7.925","","S"
"male","3","0","402","Adams, Mr. John","26","0","0","341826","8.05","","S"
"female","3","0","403","Jussila, Miss. Mari Aina","21","1","0","4137","9.825","","S"
"male","3","0","404","Hakkarainen, Mr. Pekka Pietari","28","1","0","STON/O2. 3101279","15.85","","S"
"female","3","0","405","Oreskovic, Miss. Marija","20","0","0","315096","8.6625","","S"
"male","2","0","406","Gale, Mr. Shadrach","34","1","0","28664","21","","S"
"male","3","0","407","Widegren, Mr. Carl/Charles Peter","51","0","0","347064","7.75","","S"
"male","2","1","408","Richards, Master. William Rowe","3","1","1","29106","18.75","","S"
"male","3","0","409","Birkeland, Mr. Hans Martin Monsen","21","0","0","312992","7.775","","S"
"female","3","0","410","Lefebre, Miss. Ida","","3","1","4133","25.4667","","S"
"male","3","0","411","Sdycoff, Mr. Todor","","0","0","349222","7.8958","","S"
"male","3","0","412","Hart, Mr. Henry","","0","0","394140","6.8583","","Q"
"female","1","1","413","Minahan, Miss. Daisy E","33","1","0","19928","90","C78","Q"
"male","2","0","414","Cunningham, Mr. Alfred Fleming","","0","0","239853","0","","S"
"male","3","1","415","Sundman, Mr. Johan Julian","44","0","0","STON/O 2. 3101269","7.925","","S"
"female","3","0","416","Meek, Mrs. Thomas (Annie Louise Rowley)","","0","0","343095","8.05","","S"
"female","2","1","417","Drew, Mrs. James Vivian (Lulu Thorne Christian)","34","1","1","28220","32.5","","S"
"female","2","1","418","Silven, Miss. Lyyli Karoliina","18","0","2","250652","13","","S"
"male","2","0","419","Matthews, Mr. William John","30","0","0","28228","13","","S"
"female","3","0","420","Van Impe, Miss. Catharina","10","0","2","345773","24.15","","S"
"male","3","0","421","Gheorgheff, Mr. Stanio","","0","0","349254","7.8958","","C"
"male","3","0","422","Charters, Mr. David","21","0","0","A/5. 13032","7.7333","","Q"
"male","3","0","423","Zimmerman, Mr. Leo","29","0","0","315082","7.875","","S"
"female","3","0","424","Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","28","1","1","347080","14.4","","S"
"male","3","0","425","Rosblom, Mr. Viktor Richard","18","1","1","370129","20.2125","","S"
"male","3","0","426","Wiseman, Mr. Phillippe","","0","0","A/4. 34244","7.25","","S"
"female","2","1","427","Clarke, Mrs. Charles V (Ada Maria Winfield)","28","1","0","2003","26","","S"
"female","2","1","428","Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","19","0","0","250655","26","","S"
"male","3","0","429","Flynn, Mr. James","","0","0","364851","7.75","","Q"
"male","3","1","430","Pickard, Mr. Berk (Berk Trembisky)","32","0","0","SOTON/O.Q. 392078","8.05","E10","S"
"male","1","1","431","Bjornstrom-Steffansson, Mr. Mauritz Hakan","28","0","0","110564","26.55","C52","S"
"female","3","1","432","Thorneycroft, Mrs. Percival (Florence Kate White)","","1","0","376564","16.1","","S"
"female","2","1","433","Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","42","1","0","SC/AH 3085","26","","S"
"male","3","0","434","Kallio, Mr. Nikolai Erland","17","0","0","STON/O 2. 3101274","7.125","","S"
"male","1","0","435","Silvey, Mr. William Baird","50","1","0","13507","55.9","E44","S"
"female","1","1","436","Carter, Miss. Lucile Polk","14","1","2","113760","120","B96 B98","S"
"female","3","0","437","Ford, Miss. Doolina Margaret ""Daisy""","21","2","2","W./C. 6608","34.375","","S"
"female","2","1","438","Richards, Mrs. Sidney (Emily Hocking)","24","2","3","29106","18.75","","S"
"male","1","0","439","Fortune, Mr. Mark","64","1","4","19950","263","C23 C25 C27","S"
"male","2","0","440","Kvillner, Mr. Johan Henrik Johannesson","31","0","0","C.A. 18723","10.5","","S"
"female","2","1","441","Hart, Mrs. Benjamin (Esther Ada Bloomfield)","45","1","1","F.C.C. 13529","26.25","","S"
"male","3","0","442","Hampe, Mr. Leon","20","0","0","345769","9.5","","S"
"male","3","0","443","Petterson, Mr. Johan Emil","25","1","0","347076","7.775","","S"
"female","2","1","444","Reynaldo, Ms. Encarnacion","28","0","0","230434","13","","S"
"male","3","1","445","Johannesen-Bratthammer, Mr. Bernt","","0","0","65306","8.1125","","S"
"male","1","1","446","Dodge, Master. Washington","4","0","2","33638","81.8583","A34","S"
"female","2","1","447","Mellinger, Miss. Madeleine Violet","13","0","1","250644","19.5","","S"
"male","1","1","448","Seward, Mr. Frederic Kimber","34","0","0","113794","26.55","","S"
"female","3","1","449","Baclini, Miss. Marie Catherine","5","2","1","2666","19.2583","","C"
"male","1","1","450","Peuchen, Major. Arthur Godfrey","52","0","0","113786","30.5","C104","S"
"male","2","0","451","West, Mr. Edwy Arthur","36","1","2","C.A. 34651","27.75","","S"
"male","3","0","452","Hagland, Mr. Ingvald Olai Olsen","","1","0","65303","19.9667","","S"
"male","1","0","453","Foreman, Mr. Benjamin Laventall","30","0","0","113051","27.75","C111","C"
"male","1","1","454","Goldenberg, Mr. Samuel L","49","1","0","17453","89.1042","C92","C"
"male","3","0","455","Peduzzi, Mr. Joseph","","0","0","A/5 2817","8.05","","S"
"male","3","1","456","Jalsevac, Mr. Ivan","29","0","0","349240","7.8958","","C"
"male","1","0","457","Millet, Mr. Francis Davis","65","0","0","13509","26.55","E38","S"
"female","1","1","458","Kenyon, Mrs. Frederick R (Marion)","","1","0","17464","51.8625","D21","S"
"female","2","1","459","Toomey, Miss. Ellen","50","0","0","F.C.C. 13531","10.5","","S"
"male","3","0","460","O'Connor, Mr. Maurice","","0","0","371060","7.75","","Q"
"male","1","1","461","Anderson, Mr. Harry","48","0","0","19952","26.55","E12","S"
"male","3","0","462","Morley, Mr. William","34","0","0","364506","8.05","","S"
"male","1","0","463","Gee, Mr. Arthur H","47","0","0","111320","38.5","E63","S"
"male","2","0","464","Milling, Mr. Jacob Christian","48","0","0","234360","13","","S"
"male","3","0","465","Maisner, Mr. Simon","","0","0","A/S 2816","8.05","","S"
"male","3","0","466","Goncalves, Mr. Manuel Estanslas","38","0","0","SOTON/O.Q. 3101306","7.05","","S"
"male","2","0","467","Campbell, Mr. William","","0","0","239853","0","","S"
"male","1","0","468","Smart, Mr. John Montgomery","56","0","0","113792","26.55","","S"
"male","3","0","469","Scanlan, Mr. James","","0","0","36209","7.725","","Q"
"female","3","1","470","Baclini, Miss. Helene Barbara","0.75","2","1","2666","19.2583","","C"
"male","3","0","471","Keefe, Mr. Arthur","","0","0","323592","7.25","","S"
"male","3","0","472","Cacic, Mr. Luka","38","0","0","315089","8.6625","","S"
"female","2","1","473","West, Mrs. Edwy Arthur (Ada Mary Worth)","33","1","2","C.A. 34651","27.75","","S"
"female","2","1","474","Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","23","0","0","SC/AH Basle 541","13.7917","D","C"
"female","3","0","475","Strandberg, Miss. Ida Sofia","22","0","0","7553","9.8375","","S"
"male","1","0","476","Clifford, Mr. George Quincy","","0","0","110465","52","A14","S"
"male","2","0","477","Renouf, Mr. Peter Henry","34","1","0","31027","21","","S"
"male","3","0","478","Braund, Mr. Lewis Richard","29","1","0","3460","7.0458","","S"
"male","3","0","479","Karlsson, Mr. Nils August","22","0","0","350060","7.5208","","S"
"female","3","1","480","Hirvonen, Miss. Hildur E","2","0","1","3101298","12.2875","","S"
"male","3","0","481","Goodwin, Master. Harold Victor","9","5","2","CA 2144","46.9","","S"
"male","2","0","482","Frost, Mr. Anthony Wood ""Archie""","","0","0","239854","0","","S"
"male","3","0","483","Rouse, Mr. Richard Henry","50","0","0","A/5 3594","8.05","","S"
"female","3","1","484","Turkula, Mrs. (Hedwig)","63","0","0","4134","9.5875","","S"
"male","1","1","485","Bishop, Mr. Dickinson H","25","1","0","11967","91.0792","B49","C"
"female","3","0","486","Lefebre, Miss. Jeannie","","3","1","4133","25.4667","","S"
"female","1","1","487","Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","35","1","0","19943","90","C93","S"
"male","1","0","488","Kent, Mr. Edward Austin","58","0","0","11771","29.7","B37","C"
"male","3","0","489","Somerton, Mr. Francis William","30","0","0","A.5. 18509","8.05","","S"
"male","3","1","490","Coutts, Master. Eden Leslie ""Neville""","9","1","1","C.A. 37671","15.9","","S"
"male","3","0","491","Hagland, Mr. Konrad Mathias Reiersen","","1","0","65304","19.9667","","S"
"male","3","0","492","Windelov, Mr. Einar","21","0","0","SOTON/OQ 3101317","7.25","","S"
"male","1","0","493","Molson, Mr. Harry Markland","55","0","0","113787","30.5","C30","S"
"male","1","0","494","Artagaveytia, Mr. Ramon","71","0","0","PC 17609","49.5042","","C"
"male","3","0","495","Stanley, Mr. Edward Roland","21","0","0","A/4 45380","8.05","","S"
"male","3","0","496","Yousseff, Mr. Gerious","","0","0","2627","14.4583","","C"
"female","1","1","497","Eustis, Miss. Elizabeth Mussey","54","1","0","36947","78.2667","D20","C"
"male","3","0","498","Shellard, Mr. Frederick William","","0","0","C.A. 6212","15.1","","S"
"female","1","0","499","Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","25","1","2","113781","151.55","C22 C26","S"
"male","3","0","500","Svensson, Mr. Olof","24","0","0","350035","7.7958","","S"
"male","3","0","501","Calic, Mr. Petar","17","0","0","315086","8.6625","","S"
"female","3","0","502","Canavan, Miss. Mary","21","0","0","364846","7.75","","Q"
"female","3","0","503","O'Sullivan, Miss. Bridget Mary","","0","0","330909","7.6292","","Q"
"female","3","0","504","Laitinen, Miss. Kristina Sofia","37","0","0","4135","9.5875","","S"
"female","1","1","505","Maioni, Miss. Roberta","16","0","0","110152","86.5","B79","S"
"male","1","0","506","Penasco y Castellana, Mr. Victor de Satode","18","1","0","PC 17758","108.9","C65","C"
"female","2","1","507","Quick, Mrs. Frederick Charles (Jane Richards)","33","0","2","26360","26","","S"
"male","1","1","508","Bradley, Mr. George (""George Arthur Brayton"")","","0","0","111427","26.55","","S"
"male","3","0","509","Olsen, Mr. Henry Margido","28","0","0","C 4001","22.525","","S"
"male","3","1","510","Lang, Mr. Fang","26","0","0","1601","56.4958","","S"
"male","3","1","511","Daly, Mr. Eugene Patrick","29","0","0","382651","7.75","","Q"
"male","3","0","512","Webber, Mr. James","","0","0","SOTON/OQ 3101316","8.05","","S"
"male","1","1","513","McGough, Mr. James Robert","36","0","0","PC 17473","26.2875","E25","S"
"female","1","1","514","Rothschild, Mrs. Martin (Elizabeth L. Barrett)","54","1","0","PC 17603","59.4","","C"
"male","3","0","515","Coleff, Mr. Satio","24","0","0","349209","7.4958","","S"
"male","1","0","516","Walker, Mr. William Anderson","47","0","0","36967","34.0208","D46","S"
"female","2","1","517","Lemore, Mrs. (Amelia Milley)","34","0","0","C.A. 34260","10.5","F33","S"
"male","3","0","518","Ryan, Mr. Patrick","","0","0","371110","24.15","","Q"
"female","2","1","519","Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)","36","1","0","226875","26","","S"
"male","3","0","520","Pavlovic, Mr. Stefo","32","0","0","349242","7.8958","","S"
"female","1","1","521","Perreault, Miss. Anne","30","0","0","12749","93.5","B73","S"
"male","3","0","522","Vovk, Mr. Janko","22","0","0","349252","7.8958","","S"
"male","3","0","523","Lahoud, Mr. Sarkis","","0","0","2624","7.225","","C"
"female","1","1","524","Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","44","0","1","111361","57.9792","B18","C"
"male","3","0","525","Kassem, Mr. Fared","","0","0","2700","7.2292","","C"
"male","3","0","526","Farrell, Mr. James","40.5","0","0","367232","7.75","","Q"
"female","2","1","527","Ridsdale, Miss. Lucy","50","0","0","W./C. 14258","10.5","","S"
"male","1","0","528","Farthing, Mr. John","","0","0","PC 17483","221.7792","C95","S"
"male","3","0","529","Salonen, Mr. Johan Werner","39","0","0","3101296","7.925","","S"
"male","2","0","530","Hocking, Mr. Richard George","23","2","1","29104","11.5","","S"
"female","2","1","531","Quick, Miss. Phyllis May","2","1","1","26360","26","","S"
"male","3","0","532","Toufik, Mr. Nakli","","0","0","2641","7.2292","","C"
"male","3","0","533","Elias, Mr. Joseph Jr","17","1","1","2690","7.2292","","C"
"female","3","1","534","Peter, Mrs. Catherine (Catherine Rizk)","","0","2","2668","22.3583","","C"
"female","3","0","535","Cacic, Miss. Marija","30","0","0","315084","8.6625","","S"
"female","2","1","536","Hart, Miss. Eva Miriam","7","0","2","F.C.C. 13529","26.25","","S"
"male","1","0","537","Butt, Major. Archibald Willingham","45","0","0","113050","26.55","B38","S"
"female","1","1","538","LeRoy, Miss. Bertha","30","0","0","PC 17761","106.425","","C"
"male","3","0","539","Risien, Mr. Samuel Beard","","0","0","364498","14.5","","S"
"female","1","1","540","Frolicher, Miss. Hedwig Margaritha","22","0","2","13568","49.5","B39","C"
"female","1","1","541","Crosby, Miss. Harriet R","36","0","2","WE/P 5735","71","B22","S"
"female","3","0","542","Andersson, Miss. Ingeborg Constanzia","9","4","2","347082","31.275","","S"
"female","3","0","543","Andersson, Miss. Sigrid Elisabeth","11","4","2","347082","31.275","","S"
"male","2","1","544","Beane, Mr. Edward","32","1","0","2908","26","","S"
"male","1","0","545","Douglas, Mr. Walter Donald","50","1","0","PC 17761","106.425","C86","C"
"male","1","0","546","Nicholson, Mr. Arthur Ernest","64","0","0","693","26","","S"
"female","2","1","547","Beane, Mrs. Edward (Ethel Clarke)","19","1","0","2908","26","","S"
"male","2","1","548","Padro y Manent, Mr. Julian","","0","0","SC/PARIS 2146","13.8625","","C"
"male","3","0","549","Goldsmith, Mr. Frank John","33","1","1","363291","20.525","","S"
"male","2","1","550","Davies, Master. John Morgan Jr","8","1","1","C.A. 33112","36.75","","S"
"male","1","1","551","Thayer, Mr. John Borland Jr","17","0","2","17421","110.8833","C70","C"
"male","2","0","552","Sharp, Mr. Percival James R","27","0","0","244358","26","","S"
"male","3","0","553","O'Brien, Mr. Timothy","","0","0","330979","7.8292","","Q"
"male","3","1","554","Leeni, Mr. Fahim (""Philip Zenni"")","22","0","0","2620","7.225","","C"
"female","3","1","555","Ohman, Miss. Velin","22","0","0","347085","7.775","","S"
"male","1","0","556","Wright, Mr. George","62","0","0","113807","26.55","","S"
"female","1","1","557","Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")","48","1","0","11755","39.6","A16","C"
"male","1","0","558","Robbins, Mr. Victor","","0","0","PC 17757","227.525","","C"
"female","1","1","559","Taussig, Mrs. Emil (Tillie Mandelbaum)","39","1","1","110413","79.65","E67","S"
"female","3","1","560","de Messemaeker, Mrs. Guillaume Joseph (Emma)","36","1","0","345572","17.4","","S"
"male","3","0","561","Morrow, Mr. Thomas Rowan","","0","0","372622","7.75","","Q"
"male","3","0","562","Sivic, Mr. Husein","40","0","0","349251","7.8958","","S"
"male","2","0","563","Norman, Mr. Robert Douglas","28","0","0","218629","13.5","","S"
"male","3","0","564","Simmons, Mr. John","","0","0","SOTON/OQ 392082","8.05","","S"
"female","3","0","565","Meanwell, Miss. (Marion Ogden)","","0","0","SOTON/O.Q. 392087","8.05","","S"
"male","3","0","566","Davies, Mr. Alfred J","24","2","0","A/4 48871","24.15","","S"
"male","3","0","567","Stoytcheff, Mr. Ilia","19","0","0","349205","7.8958","","S"
"female","3","0","568","Palsson, Mrs. Nils (Alma Cornelia Berglund)","29","0","4","349909","21.075","","S"
"male","3","0","569","Doharr, Mr. Tannous","","0","0","2686","7.2292","","C"
"male","3","1","570","Jonsson, Mr. Carl","32","0","0","350417","7.8542","","S"
"male","2","1","571","Harris, Mr. George","62","0","0","S.W./PP 752","10.5","","S"
"female","1","1","572","Appleton, Mrs. Edward Dale (Charlotte Lamson)","53","2","0","11769","51.4792","C101","S"
"male","1","1","573","Flynn, Mr. John Irwin (""Irving"")","36","0","0","PC 17474","26.3875","E25","S"
"female","3","1","574","Kelly, Miss. Mary","","0","0","14312","7.75","","Q"
"male","3","0","575","Rush, Mr. Alfred George John","16","0","0","A/4. 20589","8.05","","S"
"male","3","0","576","Patchett, Mr. George","19","0","0","358585","14.5","","S"
"female","2","1","577","Garside, Miss. Ethel","34","0","0","243880","13","","S"
"female","1","1","578","Silvey, Mrs. William Baird (Alice Munger)","39","1","0","13507","55.9","E44","S"
"female","3","0","579","Caram, Mrs. Joseph (Maria Elias)","","1","0","2689","14.4583","","C"
"male","3","1","580","Jussila, Mr. Eiriik","32","0","0","STON/O 2. 3101286","7.925","","S"
"female","2","1","581","Christy, Miss. Julie Rachel","25","1","1","237789","30","","S"
"female","1","1","582","Thayer, Mrs. John Borland (Marian Longstreth Morris)","39","1","1","17421","110.8833","C68","C"
"male","2","0","583","Downton, Mr. William James","54","0","0","28403","26","","S"
"male","1","0","584","Ross, Mr. John Hugo","36","0","0","13049","40.125","A10","C"
"male","3","0","585","Paulner, Mr. Uscher","","0","0","3411","8.7125","","C"
"female","1","1","586","Taussig, Miss. Ruth","18","0","2","110413","79.65","E68","S"
"male","2","0","587","Jarvis, Mr. John Denzil","47","0","0","237565","15","","S"
"male","1","1","588","Frolicher-Stehli, Mr. Maxmillian","60","1","1","13567","79.2","B41","C"
"male","3","0","589","Gilinski, Mr. Eliezer","22","0","0","14973","8.05","","S"
"male","3","0","590","Murdlin, Mr. Joseph","","0","0","A./5. 3235","8.05","","S"
"male","3","0","591","Rintamaki, Mr. Matti","35","0","0","STON/O 2. 3101273","7.125","","S"
"female","1","1","592","Stephenson, Mrs. Walter Bertram (Martha Eustis)","52","1","0","36947","78.2667","D20","C"
"male","3","0","593","Elsbury, Mr. William James","47","0","0","A/5 3902","7.25","","S"
"female","3","0","594","Bourke, Miss. Mary","","0","2","364848","7.75","","Q"
"male","2","0","595","Chapman, Mr. John Henry","37","1","0","SC/AH 29037","26","","S"
"male","3","0","596","Van Impe, Mr. Jean Baptiste","36","1","1","345773","24.15","","S"
"female","2","1","597","Leitch, Miss. Jessie Wills","","0","0","248727","33","","S"
"male","3","0","598","Johnson, Mr. Alfred","49","0","0","LINE","0","","S"
"male","3","0","599","Boulos, Mr. Hanna","","0","0","2664","7.225","","C"
"male","1","1","600","Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")","49","1","0","PC 17485","56.9292","A20","C"
"female","2","1","601","Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","24","2","1","243847","27","","S"
"male","3","0","602","Slabenoff, Mr. Petco","","0","0","349214","7.8958","","S"
"male","1","0","603","Harrington, Mr. Charles H","","0","0","113796","42.4","","S"
"male","3","0","604","Torber, Mr. Ernst William","44","0","0","364511","8.05","","S"
"male","1","1","605","Homer, Mr. Harry (""Mr E Haven"")","35","0","0","111426","26.55","","C"
"male","3","0","606","Lindell, Mr. Edvard Bengtsson","36","1","0","349910","15.55","","S"
"male","3","0","607","Karaic, Mr. Milan","30","0","0","349246","7.8958","","S"
"male","1","1","608","Daniel, Mr. Robert Williams","27","0","0","113804","30.5","","S"
"female","2","1","609","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","22","1","2","SC/Paris 2123","41.5792","","C"
